id,date,country,event_type,disinfo_subtype,threat_level,headline,summary,actors,platforms,spread,disinfo_narratives,related_events,disinfo_confidence,detection_method,content_observed,narrative_families,event_id,_original_summary,_review_notes,_reviewed,observation_count,last_observation,source_urls,narrative_family,countries,keywords,reclassification_note,reclassified_from,reclassified_date,extracted_claims,research_sources,_reclassified_from,status,reach_data,_original_headline,disinfo_justification,source_basis,verification_status,ve_related,al_shabaab_related,tags,data_source,detected_by,detection_timestamp,last_seen,intensity_trend,countries_affected,origin,online_dynamics
SOM-2025-028,2025-09-10,Somalia,CONTEXT,,P2 HIGH,NISA kills al-Shabaab mastermind of March 18 presidential assassination attempt,"Somalia's NISA announced it killed Mohamed Abdi Dhiblawe Afrax (aliases: Khalid Dheere, Khalid Dacas, Macallin Siciid), identified as the mastermind behind the March 18 assassination attempt on President Hassan Sheikh Mohamud, in a targeted operation in Ugunji, Lower Shabelle. The elimination of the planner behind the highest-profile 2025 attack was widely publicized by NISA and the government as a major counter-terrorism success. The operation was conducted with international partners, signaling continued intelligence cooperation.","['NISA', 'International security partners', 'Al-Shabaab (Mohamed Abdi Dhiblawe Afrax, killed)']","['SONNA (state media)', 'TRT Afrika', 'Hiiraan Online', 'YouTube']",4,['NAR-SO-001'],[],,meta_monitoring,False,"[{'family': 'Counter-Narrative Response', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}, {'family': 'Peace/Counter-Narratives', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Adjusted from 3 to 2 (delta -1) by LLM-as-judge calibration'}]",SOM-2025-028,,High-profile elimination likely to generate Al-Shabaab counter-narratives and disinformation responses.,2026-03-19T08:00:33.394872+00:00,0,,https://www.hiiraan.com/news4/2025/Sept/202873/somali_intelligence_killed_al_shabaab_commander_behind_assassination_attempt_on_president_mohamud.aspx; https://www.trtafrika.com/english/article/66d3bed58f4b,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD-2025-017,2025-09-11,South Sudan,CONTEXT,,P1 CRITICAL,"Machar charged with treason, murder, crimes against humanity; Kiir suspends him from VP role","Justice Minister Joseph Geng Akech announced on 11 September that Machar and seven co-defendants (all Nuer) faced charges of treason, murder, crimes against humanity, conspiracy, terrorism, and destruction of property related to the March 2025 Nasir attack. On the same day, President Kiir issued a decree suspending Machar as First Vice President. Machar's spokesperson called the charges a 'political witch-hunt.' The announcement confirmed international fears that Kiir was using the judiciary as a tool to eliminate political opposition.","['Justice Minister Joseph Geng Akech', 'President Salva Kiir', 'Riek Machar', 'SPLM-IO (Puok Both Baluang, spokesperson)']","['SSBC (state TV)', 'CNN', 'BBC', 'Facebook', 'WhatsApp']",5,['NAR-SS-003'],"['EXT-2025-014', 'SSD-2025-006', 'SSD-2025-007', 'SSD-2025-008', 'SSD-2025-009', 'SSD-2025-010', 'SSD-2025-011', 'SSD-2025-012', 'SSD-2025-014', 'SSD-2025-016', 'SSD-2025-018', 'SSD-2025-020', 'SSD-2025-022', 'SSD-2025-025', 'SSD-2026-019']",,meta_monitoring,False,"[{'family': 'Delegitimization', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 4 (delta -1) by LLM-as-judge calibration'}, {'family': 'Victimhood/Grievance', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 4 (delta -1) by LLM-as-judge calibration'}, {'family': 'Ethnic Incitement', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}]",SSD-2025-017,,Major political crisis with ethnic dimensions highly likely to generate competing disinformation narratives from all sides.,2026-03-19T08:00:33.394878+00:00,0,,https://edition.cnn.com/2025/09/12/africa/south-sudan-vp-machar-treason-charge-intl; https://www.bbc.com/news/articles/c07vkln2ezro; https://www.ictj.org/latest-news/south-sudan-charges-vp-machar-treason-murder-over-military-attack,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD-2025-018,2025-09-22,South Sudan,CONTEXT,,P2 HIGH,Special Court begins Machar trial; SSBC granted exclusive access while independent media blocked,"South Sudan's Special Court for National Crimes began proceedings against Riek Machar and Nuer co-defendants on September 22, 2025, with exclusive broadcast rights given to state broadcaster SSBC while independent journalists were denied access. The trial proceeded after the court rejected jurisdictional challenges on September 29. This selective media access raises concerns about transparency and fair coverage of politically sensitive proceedings.","['Special Court (Presiding Judge James Alala)', 'Riek Machar', 'Co-defendants (all Nuer)', 'SSBC (state broadcaster)', 'Independent media (blocked)']","['SSBC (state TV)', 'Facebook (live commentary)', 'WhatsApp']",3,['NAR-FP-001'],"['EXT-2025-014', 'SSD-2025-007', 'SSD-2025-010', 'SSD-2025-014', 'SSD-2025-016', 'SSD-2025-017', 'SSD-2025-020', 'SSD-2025-022', 'SSD-2025-025', 'SSD-2026-019']",MEDIUM,meta_monitoring,False,"[{'family': 'Delegitimization', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 4 (delta -1) by LLM-as-judge calibration'}, {'family': 'Victimhood/Grievance', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}, {'family': 'Ethnic Incitement', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Confirmed at 3 by LLM-as-judge calibration'}]",SSD-2025-018,"On 22 September 2025, Machar and co-defendants (all Nuer) appeared before a Special Court for National Crimes in nationally televised proceedings broadcast exclusively on SSBC. The trial began on 25 September after the court on 29 September rejected all jurisdictional challenges. The government gave SSBC unrestricted access while independent journalists and civil society were blocked from attending. The African Arguments journal published an analysis asking whether the trial was 'tribal or political.'",Media control around sensitive political trials indicates potential information manipulation environment.,2026-03-19T08:00:51.519983+00:00,0,,https://www.bbc.com/news/articles/ckg3088dqw5o; https://africanarguments.org/2025/11/riek-machar-on-trial-in-south-sudan-is-it-tribal-or-political/; https://www.crisisgroup.org/alr/africa/south-sudan/criminal-charges-against-south-sudans-vice-president-threaten-new-twist-conflict,,,,,,,,,,,,Machar trial begins on SSBC; Special Court rejects jurisdictional challenges; independent journalists blocked,,,,,,,,,,,,,,
SOM-2025-029,2025-09-25,Somalia,CONTEXT,,P1 CRITICAL,Al-Shabaab frees detainees in Warta Nabadda jailbreak as NISA kills 22+ militants in concurrent raids,"On September 25, heavily armed assailants stormed Mogadishu's Warta Nabadda District Police Station with combat vehicles, freeing security detainees and inflicting significant casualties. The same day, NISA conducted concurrent counter-terror raids: killing senior commander Abdi Hiiray in Hiiraan, neutralizing 11 fighters in Galgaduud, and killing 10+ in Lower Shabelle. This juxtaposition illustrated Somalia's 'dual-front security challenge': simultaneous vulnerability in Mogadishu and growing precision strike capacity in rural areas. The jailbreak followed just days before the Godka Jilaow prison attack.","['Al-Shabaab', 'NISA', 'International security partners', 'Mogadishu police']","['African Security Analysis', 'SONNA (state media)', 'Facebook']",3,['NAR-SO-001'],[],,meta_monitoring,False,"[{'family': 'Anti-Government Narrative', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}, {'family': 'Delegitimization', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}, {'family': 'Counter-Narrative Response', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Adjusted from 3 to 2 (delta -1) by LLM-as-judge calibration'}]",SOM-2025-029,,Major security incidents often generate conflicting narratives and propaganda from multiple actors.,2026-03-19T08:00:51.520018+00:00,0,,https://www.africansecurityanalysis.org/updates/somalia-mogadishu-jailbreak-exposes-security-gaps-as-intelligence-strikes-weaken-al-shabaab,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD-2025-019,2025-09-26,South Sudan,CONTEXT,,P2 HIGH,"UNMISS Q2 2025 report: 334 violent incidents, 1,518 victims; CRSV up 85%; conventional forces up 127%","UNMISS published its quarterly brief on violence affecting civilians for April-June 2025, documenting 334 incidents affecting 1,518 civilians (635 killed, 676 injured, 133 abducted, 74 CRSV victims). Compared to the previous quarter, violence from conventional parties (SSPDF and armed groups) increased 127%. Compared to Q2 2024, total victims increased 43%. The report highlighted a significant increase in violence attributable to the conflict parties—not just community militias—signaling a qualitative shift in the nature of the violence.","['SSPDF', 'SPLA-IO', 'Community militias', 'UNMISS Human Rights Division']","['ReliefWeb', 'OHCHR website', 'International media']",3,[],[],,meta_monitoring,False,"[{'family': 'Existential Threat', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Confirmed at 4 by LLM-as-judge calibration'}, {'family': 'Victimhood/Grievance', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}]",SSD-2025-019,,UN human rights reports frequently become targets for government counter-narratives and disinformation campaigns.,2026-03-19T08:00:51.520030+00:00,0,,https://reliefweb.int/report/south-sudan/unmiss-brief-violence-affecting-civilians-april-june-2025; https://www.ohchr.org/en/documents/country-reports/quarterly-brief-violence-affecting-civilians-april-june-2025,,,,,,,,,,,,,,,,,,,,,,,,,,
EXT-2025-031,2025-09-27,Kenya,CONTEXT,,P3 MODERATE,The Standard Kenya Warns: TikTok and AI Deepfakes Pose Major Risk to Kenya's 2027 Elections Two Years Out,"The Standard Kenya published an analysis warning that AI-generated deepfakes and TikTok's algorithmic amplification of sensationalist political content posed significant risks to Kenya's 2027 elections, citing precedents from Nigeria 2023 (Africa's first major deepfake election). The analysis noted that deepfakes are 'not easily detectable' and that political leaders' images were already being manipulated in Kenya in 2024-2025 during Gen Z protests. TikTok's growth in Africa — with over 1.5 billion global users and surging African user bases — made it the key platform risk, given ByteDance's Chinese ownership and the platform's documented algorithmic amplification of emotionally charged political content.","['TikTok/ByteDance', 'Unknown domestic political operators']","['TikTok', 'YouTube']",2,[],"['EXT-2025-025', 'KEN-2025-004', 'KEN-2025-021', 'KEN-2025-022', 'KEN-2025-031', 'KEN-2026-006', 'KEN-2026-008']",,meta_monitoring,False,"[{'family': 'TikTok AI Content Kenya Political Amplification', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Confirmed at 2 by LLM-as-judge calibration'}, {'family': 'Platform Governance', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Confirmed at 2 by LLM-as-judge calibration'}]",EXT-2025-031,,Early warnings about election disinformation indicate proactive preparation for 2027 Kenya elections.,2026-03-19T08:00:51.520039+00:00,0,,https://thestandard.ke/sports/amp/kamotho-waiganjo/2001530517/watch-out-for-ai-generated-fake-news-as-the-2027-contest-looms,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD-2025-021,2025-10-01,South Sudan,CONTEXT,,P2 HIGH,"South Sudan demands UNMISS reduce forces 70%, close bases; issues note verbale on Wau and Bentiu closure","In October 2025, South Sudan's Ministry of Foreign Affairs formally requested UNMISS reduce its international military contingents by 70%, ground all intelligence-gathering aircraft, and close several military bases including civilian protection sites. In November, Juba issued a note verbale specifically calling for the closure of bases in Wau and Bentiu. Combined with concurrent budget-driven reductions, these demands significantly constrained UNMISS's ability to protect civilians amid escalating conflict.","['South Sudan Ministry of Foreign Affairs', 'UNMISS', 'UN Security Council', 'UN Secretariat']","['UN documents', 'Diplomatic cables', 'International media']",3,[],[],,meta_monitoring,False,"[{'family': 'Delegitimization', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}, {'family': 'Existential Threat', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Confirmed at 3 by LLM-as-judge calibration'}]",SSD-2025-021,,Government demands for UN force reductions often accompanied by information campaigns to justify the positions.,2026-03-19T08:00:51.520047+00:00,0,,https://www.radiotamazuj.org/en/news/article/south-sudan-insists-on-closure-of-un-bases-in-wau-bentiu; https://www.securitycouncilreport.org/whatsinblue/2026/01/south-sudan-closed-consultations.php,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM-2025-030,2025-10-04,Somalia,DISINFO,,P1 CRITICAL,"Al-Shabaab storms Godka Jilaow NISA prison with SVBIED, claims to free 'Muslim prisoners'","Al-Shabaab attacked the high-security Godka Jilaow NISA prison using suicide bombing and ground assault, then framed the operation as liberating 'Muslim prisoners' from an 'apostate state' in religious propaganda messaging. This disinformation narrative seeks to legitimize the terrorist attack through religious justification while undermining government authority.","['Al-Shabaab', 'NISA', 'Somali security forces']","['Telegram (Operation Support for the Oppressed)', 'Reuters (wire)', 'Al Jazeera', 'BBC', 'FDD Long War Journal']",5,['NAR-SO-001'],['SOM-2025-030-DI'],,meta_monitoring,False,"[{'family': 'Anti-Government Narrative', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 4 (delta -1) by LLM-as-judge calibration'}, {'family': 'Attack Claim', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 4 (delta -1) by LLM-as-judge calibration'}, {'family': 'Religious Justification', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}, {'family': 'Delegitimization', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}]",SOM-2025-030,"On October 4, seven al-Shabaab attackers disguised in military uniforms stormed the Godka Jilaow underground NISA prison — located near the Villa Somalia presidential compound — using a suicide vehicle bomb followed by ground assault. Al-Shabaab claimed in a Telegram statement it launched 'Operation: Support for the Oppressed' to 'free all the Muslim prisoners the apostates had been holding and torturing.' While all 7 attackers were killed, dozens of prisoners escaped (some later recaptured). The attack — the 22nd suicide bombing in Somalia in 2025 — exposed a critical security failure near the presidential palace and hours after the government had reopened capital roads for the first time in 10 years.","This is disinformation as Al-Shabaab is spreading false religious framing to justify terrorism, not a news report about their activities.",2026-03-19T08:01:11.837813+00:00,0,,https://www.reuters.com/world/africa/somali-forces-fighting-al-shabaab-attack-high-security-prison-2025-10-04/; https://www.bbc.com/news/articles/cp3v0px28j8o; https://www.aljazeera.com/news/2025/10/5/al-shabab-fighters-killed-in-mogadishu-prison-assault-somalia-confirms; https://www.fdd.org/analysis/2025/10/05/shabaab-claims-prison-assault-in-mogadishu/; https://en.wikipedia.org/wiki/2025_Godka_Jilaow_prison_attack,,,,,,,"['NISA prison held Muslim prisoners unjustly', 'Somali government is an apostate state oppressing Muslims']",,CONTEXT,resolved,,,,,,,,,,,,,,,,
SOM-2025-031,2025-10-04,Somalia,CONTEXT,,P3 MODERATE,Operation Silent Storm Phase 3: Somali-AUSSOM forces recapture strategic Awdheegle from Al-Shabaab,"On October 4-5, Somali National Army and Ugandan AUSSOM forces recaptured Awdheegle district in Lower Shabelle — a strategic junction connecting major routes to Mogadishu — in Phase 3 of Operation Silent Storm. The operation killed significant numbers of militants and recovered weapons including PKMs, RPGs, sniper rifles, and ammunition. The recapture came on the same day as the Godka Jilaow prison attack in Mogadishu, creating a contradictory narrative: government success in the field but vulnerability in the capital. AUSSOM framed the systematic recapture of Bariire (August 8), Sabiid/Anole (July 21), and now Awdheegle as a deliberate campaign.","['Somali National Army', 'AUSSOM-UPDF (Ugandan forces)', 'Al-Shabaab (defenders)']","['Hiiraan Online', 'UPDF official communications', 'Dawan Africa', 'QNA']",4,['NAR-SO-001'],[],,meta_monitoring,False,"[{'family': 'Counter-Narrative Response', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Confirmed at 2 by LLM-as-judge calibration'}, {'family': 'Peace/Counter-Narratives', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Confirmed at 2 by LLM-as-judge calibration'}]",SOM-2025-031,,"This is legitimate military news reporting, not disinformation - threat level should be moderate as it's routine operational coverage.",2026-03-19T08:01:11.837851+00:00,0,,https://www.hiiraan.com/news4/2025/Oct/203184/somali_forces_and_au_troops_capture_strategic_awdheegle_district_from_al_shabaab.aspx; https://www.updf.go.ug/missions/aussom-updf-and-somali-forces-recapture-awdheegle-town-from-al-shabaab/,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM-2025-030-DI,2025-10-04,Somalia,DISINFO,propaganda,P1 CRITICAL,Al-Shabaab frames NISA prison attack as liberation of 'Muslim prisoners from apostate state' — religious propaganda on Telegram,"Al-Shabaab's Telegram claim framed the prison operation in explicitly religious terms — 'Muslim prisoners' versus the 'apostate state' — which was amplified on diaspora social media. The attack came hours after government reopening of Mogadishu roads, maximizing psychological impact and political embarrassment. The religious framing served dual propaganda purposes: justifying violence to supporters while delegitimizing the government's security apparatus.","['Al-Shabaab', 'NISA', 'Somali security forces']","['Telegram', 'Diaspora social media']",2,"['NAR-SO-001', 'NAR-SO-003']",['SOM-2025-030'],HIGH,meta_monitoring,False,"[{'family': 'Religious Distortion', 'intensity': 3}, {'family': 'VE Propaganda', 'intensity': 3}]",SOM-2025-030-DI,,Correctly identified as disinformation - Al-Shabaab's religious propaganda framing to justify terrorist attacks and delegitimize the government.,2026-03-19T08:01:11.837888+00:00,0,,https://www.reuters.com/world/africa/somali-forces-fighting-al-shabaab-attack-high-security-prison-2025-10-04/; https://www.bbc.com/news/articles/cp3v0px28j8o; https://www.aljazeera.com/news/2025/10/5/al-shabab-fighters-killed-in-mogadishu-prison-assault-somalia-confirms; https://www.fdd.org/analysis/2025/10/05/shabaab-claims-prison-assault-in-mogadishu/; https://en.wikipedia.org/wiki/2025_Godka_Jilaow_prison_attack,,,,,,,"['NISA holds Muslim prisoners unjustly as political prisoners', 'Somali government is an apostate state oppressing true Muslims']","['https://www.longwarjournal.org/archives/2025/10/shabaab-claims-prison-assault-in-mogadishu.php', 'https://www.fdd.org/analysis/2025/10/05/shabaab-claims-prison-assault-in-mogadishu/', 'https://en.wikipedia.org/wiki/2025_Godka_Jilaow_prison_attack', 'https://www.aljazeera.com/news/2025/10/5/al-shabab-fighters-killed-in-mogadishu-prison-assault-somalia-confirms', 'https://www.bbc.com/news/articles/cp3v0px28j8o', 'https://jamestown.org/mahad-karate-commander-behind-al-shabaabs-amniyat/']",,resolved,"{'timing': 'AS claim issued same day of attack (October 4); Mahad Karate audio released Oct 7', 'international_reach': 'Al Jazeera, BBC, Reuters, FDD, Long War Journal all covered and quoted the AS statement', 'significance': 'Attack occurred hours after Somali government opened 50+ roads in Mogadishu citing improved security — maximizing propaganda contrast'}",,,,,,,,,,,,,,,
KEN-2025-017,2025-10-08,Kenya,CONTEXT,,P2 HIGH,Ruto signs expanded Cybercrimes Amendment Act granting sweeping website-blocking powers without court oversight,"Parliament passed the Computer Misuse and Cybercrimes (Amendment) Act on October 8, 2025, with President Ruto signing it into law on October 15. The law granted the National Computer and Cybercrimes Coordination Committee (NC4)—composed largely of security officials—power to order ISPs to block websites or apps promoting unlawful activities, including terrorism, without requiring a court order. Rights groups including Article 19, Human Rights Watch, and BAKE condemned the law as unconstitutional, noting it could be used to suppress protest-related speech following the 2024-2025 Gen-Z protests.","['President William Ruto', 'Kenyan Parliament', 'NC4 Committee', 'BAKE', 'Article 19', 'Human Rights Watch']","['X (Twitter)', 'TikTok', 'Facebook']",3,[],[],,meta_monitoring,False,"[{'family': 'Delegitimization', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}, {'family': 'Existential Threat', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Adjusted from 3 to 2 (delta -1) by LLM-as-judge calibration'}]",KEN-2025-017,,This is legitimate news about policy changes that could impact disinformation monitoring - correctly classified as context.,2026-03-19T08:01:11.837900+00:00,0,,https://kenyanwallstreet.com/kenya-upgrades-cybercrime-law-to-hand-govt-sweeping-powers-to-block-websites; https://streamlinefeed.co.ke/news/kenyas-amended-cybercrime-law-suspended-by-high-court-amid-rights-uproar,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD-2025-020,2025-10-13,South Sudan,CONTEXT,,P1 CRITICAL,"UN Commission: 300,000 people fled South Sudan in 2025; political transition 'falling apart'","The UN Commission on Human Rights in South Sudan published a report confirming approximately 300,000 people had fled South Sudan in 2025 due to escalating violence. Commissioner Barney Afako stated 'the political transition in South Sudan is falling apart.' The Commission documented systematic corruption, leadership failure, aerial bombardments in civilian areas, and warned of a 'renewed slide into full-scale conflict.' Kiir suspended Machar from his role in early October.","['UN Commission on Human Rights in South Sudan (CHRSS)', 'Barney Afako (Commissioner)', 'Yasmin Sooka (Commission Chair)', 'President Kiir']","['Al Jazeera', 'UN General Assembly', 'Facebook (diaspora)', 'WhatsApp']",4,[],"['EXT-2025-014', 'SSD-2025-007', 'SSD-2025-010', 'SSD-2025-014', 'SSD-2025-016', 'SSD-2025-017', 'SSD-2025-018', 'SSD-2025-022', 'SSD-2025-025', 'SSD-2026-019']",,meta_monitoring,False,"[{'family': 'Existential Threat', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 4 (delta -1) by LLM-as-judge calibration'}, {'family': 'Delegitimization', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}]",SSD-2025-020,,"Official UN reporting on crisis conditions - correctly classified as context, though the findings could be exploited for disinformation purposes.",2026-03-19T08:01:11.837909+00:00,0,,https://www.aljazeera.com/news/2025/10/13/conflict-sends-300000-people-fleeing-from-south-sudan-in-2025-un; https://www.ohchr.org/en/press-releases/2025/10/south-sudan-un-commission-urges-general-assembly-bolster-dialogue-and,,,,,,,,,,,,,,,,,,,,,,,,,,
EXT-2025-017,2025-10-14,Regional,CONTEXT,,P2 HIGH,"Sputnik Africa Launches Swahili-Language News Channel, Russian Embassy Kenya Promotes to East African Audiences","Sputnik Africa launched a dedicated Swahili-language news channel targeting over 200 million Swahili speakers across East Africa, with the Russian Embassy in Kenya actively promoting it as offering 'accurate, in-depth coverage and a fresh perspective.' This represents a significant expansion of Russia's media influence infrastructure in a region where Swahili serves as a lingua franca across multiple countries including Kenya, Tanzania, Uganda, Rwanda, DRC, and Somalia.","['Sputnik Africa', 'Russian Embassy Kenya']","['Online (sputniknews.africa)', 'X (Twitter)', 'Telegram']",3,['NAR-FP-001'],"['EXT-2025-002', 'EXT-2025-003', 'EXT-2025-011', 'EXT-2025-013', 'EXT-2025-015', 'EXT-2025-016', 'EXT-2025-018', 'EXT-2025-029', 'EXT-2025-032', 'EXT-2025-034', 'EXT-2025-036', 'EXT-2026-002', 'EXT-2026-004', 'EXT-2026-005', 'EXT-2026-008']",HIGH,meta_monitoring,False,"[{'family': 'Foreign Influence Operation', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Confirmed at 3 by LLM-as-judge calibration'}, {'family': 'Foreign Influence Operation', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Confirmed at 3 by LLM-as-judge calibration'}]",EXT-2025-017,"Sputnik Africa launched a dedicated Swahili-language news channel, with the Russian Embassy in Kenya publicly promoting it as offering 'accurate, in-depth coverage and a fresh perspective' on global and African affairs. Swahili is spoken by over 200 million people across East Africa (Kenya, Tanzania, Uganda, Rwanda, DRC, Somalia). The launch was part of Russia's deliberate expansion into major African languages following the launch of Amharic content in February 2025. The ECFR October 2025 report noted Russia's propaganda had expanded into Swahili, Hausa, and Amharic following prior French and English operations.",Significant infrastructure expansion that enables future disinformation campaigns across Swahili-speaking East Africa.,2026-03-19T08:01:36.943449+00:00,0,,https://www.facebook.com/RussianEmbassyKenya/posts/-great-news-sputnik-has-launched-a-new-news-channel-in-swahiliget-accurate-in-de/1241687434669981/; https://ecfr.eu/publication/the-bear-and-the-bot-farm-countering-russian-hybrid-warfare-in-africa/,,,,"Sputnik Swahili launch — infrastructure, not content",DISINFO,2026-03-16,,"{'russian_embassy_kenya_facebook_swahili': 'https://www.facebook.com/RussianEmbassyKenya/posts/-great-news-sputnik-has-launched-a-new-news-channel-in-swahiliget-accurate-in-de/1241687434669981/', 'sputnik_swahili_x_handle': 'https://x.com/sputnik_africa (lists @sputnik_swahili as sub-account)', 'ecfr_swahili_center_june': 'https://ecfr.eu/publication/the-bear-and-the-bot-farm-countering-russian-hybrid-warfare-in-africa/', 'sputnik_awards_amharic_swahili': 'https://sputniknews.in/20251030/sputnik-africa-wins-best-local-radio-content-award-9992518.html', 'sputnik_year_review': 'https://en.sputniknews.africa/20251231/1082031373.html'}",,,,,,,,,,,,,,,,,,
SOM-2025-047,2025-10-17,Somalia,CONTEXT,,P2 HIGH,"UN Panel of Experts confirms intensifying Houthi-al-Shabaab cooperation: weapons, drones, training","A UN Security Council Panel of Experts report on Yemen (October 17, 2025) confirmed that cooperation between Houthi rebels and al-Shabaab 'involves weapons smuggling, technical training including drone technology, and exchange of logistical support.' The report stated Houthi-AS cooperation 'is not simply transactional but part of a Houthi strategy to wield increasing influence in the region.' Somali security services had intercepted multiple arms shipments including explosives and drones from Yemen. ISS-Somalia was also found to be receiving drone technology, and Houthis were training al-Shabaab in manufacture of sophisticated IEDs.","['Al-Shabaab', 'Houthis (Ansar Allah)', 'Iran (weapons supplier)', 'UN Panel of Experts', 'Somali security services']","['UN official documentation', 'Africa Defense Forum', 'Stratfor', 'Shahada News Agency (pro-Houthi content)']",4,[],[],,meta_monitoring,False,"[{'family': 'Existential Threat', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Confirmed at 4 by LLM-as-judge calibration'}, {'family': 'Religious Justification', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Confirmed at 3 by LLM-as-judge calibration'}, {'family': 'Anti-Government Narrative', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Confirmed at 2 by LLM-as-judge calibration'}]",SOM-2025-047,,"Security development rather than disinformation, but enhanced capabilities could enable future information operations.",2026-03-19T08:01:36.943471+00:00,0,,https://adf-magazine.com/2025/11/u-n-report-shows-increasing-collaboration-of-houthis-al-shabaab/; https://worldview.stratfor.com/article/outlook-cooperation-between-yemens-houthis-and-somalias-al-shabaab,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN-2025-018,2025-10-22,Kenya,CONTEXT,,P2 HIGH,High Court suspends controversial cybercrime law provisions amid digital rights uproar,"Kenya's High Court issued conservatory orders on October 22, 2025, temporarily suspending Section 27 of the Computer Misuse and Cybercrimes (Amendment) Act—which broadened cyber harassment definitions and introduced up to KSh 20 million fines and 10 years imprisonment. The petition was filed by musician-activist Reuben Kigame and the Kenya Human Rights Commission, arguing the amendments were unconstitutional. The ruling provided a temporary reprieve for digital rights advocates and signaled judicial pushback against the post-protest digital crackdown.","['Kenya High Court', 'Reuben Kigame', 'Kenya Human Rights Commission (KHRC)', 'BAKE', 'Article 19']","['X (Twitter)', 'Facebook']",2,[],[],,meta_monitoring,False,"[{'family': 'Peace/Counter-Narratives', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 2 (delta -3) by LLM-as-judge calibration'}, {'family': 'Delegitimization', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Adjusted from 3 to 2 (delta -1) by LLM-as-judge calibration'}]",KEN-2025-018,,Legal framework changes that could impact how disinformation is regulated and prosecuted in Kenya's digital space.,2026-03-19T08:01:36.943477+00:00,0,,https://streamlinefeed.co.ke/news/kenyas-amended-cybercrime-law-suspended-by-high-court-amid-rights-uproar,,,,,,,,,,,,,,,,,,,,,,,,,,
